Hotel Name,Hotel Address,Price Details,Plan Title,Plan Description,Plan Prices
Ｔａｂｉｓｔ　ライカ　広島三次,広島県 三次・庄原・帝釈峡,"3,637円～（消費税込4,000円～）",☆5部屋限定☆土日限定割引プラン！【素泊まり】,"※本プランは土日1日5名までの限定販売となります。

当館はゲストハウスに近いホテルです
お部屋は完全個室（バストイレは共用）
共用部にはキッチンもございます

wifiも完備しており長期宿泊にピッタリです！


【当施...","3,637円/人（消費税込4,000円/人）"
Ｔａｂｉｓｔ　ライカ　広島三次,広島県 三次・庄原・帝釈峡,"3,637円～（消費税込4,000円～）",【素泊まり】レジャー☆ビジネス滞在大歓迎・快適空間（通年）,"当館はゲストハウスに近いホテルです
お部屋は完全個室（バストイレは共用）
共用部にはキッチンもございます

wifiも完備しており長期宿泊にピッタリです！


【当施設へのアクセス】
・JR芸備線『三次駅』より車で約6分...","4,182円～4,546円/人（消費税込4,600円～5,000円/人）"
休暇村　帝釈峡,広島県 三次・庄原・帝釈峡,"7,182円～（消費税込7,900円～）",泊まれば泊まるほどお得に！ゆったりのんびり連泊プラン（4泊）2024.9/1～25.3/31,"ご宿泊のお日にちが増えるにつれて１日当たりの宿泊料金がお安くなるお得な連泊プラン。
連泊数に応じて各種特典もございます。


■お食事■
≪夕食≫くぬぎの森さとやまビュッフェ
黒毛和種「広島牛ステーキ」や渓流の女王「ヤマ...","10,728円～12,728円/人（消費税込11,800円～14,000円/人）"
休暇村　帝釈峡,広島県 三次・庄原・帝釈峡,"7,182円～（消費税込7,900円～）",泊まれば泊まるほどお得に！ゆったりのんびり連泊プラン（5泊）2024.9/1～25.3/31,"ご宿泊のお日にちが増えるにつれて１日当たりの宿泊料金がお安くなるお得な連泊プラン。
連泊数に応じて各種特典もございます。

※長期滞在の場合は、ご希望により３日ごとの清掃を行っています。アメニティ等の交換については毎日行...","10,182円～12,182円/人（消費税込11,200円～13,400円/人）"
休暇村　帝釈峡,広島県 三次・庄原・帝釈峡,"7,182円～（消費税込7,900円～）",泊まれば泊まるほどお得に！ゆったりのんびり連泊プラン（2泊）2024.9/1～25.3/31,"ご宿泊のお日にちが増えるにつれて１日当たりの宿泊料金がお安くなるお得な連泊プラン。
連泊数に応じて各種特典もございます。


■お食事■
≪夕食≫くぬぎの森さとやまビュッフェ
黒毛和種「広島牛ステーキ」や渓流の女王「ヤマ...","11,182円～13,182円/人（消費税込12,300円～14,500円/人）"
ホテルクラウンヒルズ三次（ＢＢＨホテルグループ）,広島県 三次・庄原・帝釈峡,"3,228円～（消費税込3,550円～）",【男性限定カプセルプラン】プライベートキャビン　★男性専用大浴場★素泊まり,"★三次市では当館のみ！プライベートキャビンでございます。
（カプセルホテルフロア男性専用)
※プライベートキャビンは、キャビン入口のアコーディオンカーテンを閉めきることにより、シティーホテルのシングルルームを思わせる個室...","3,228円～5,955円/人（消費税込3,550円～6,550円/人）"
ホテルクラウンヒルズ三次（ＢＢＨホテルグループ）,広島県 三次・庄原・帝釈峡,"3,228円～（消費税込3,550円～）",【プレミアムコンフォートルーム】朝食バイキング付きプラン♪◆長期連泊でもゆったり◆,"★長期滞在に超おすすめ！★
冷蔵庫やTVなどお部屋内備品を一新！！
リニューアルした冷蔵庫には冷凍機能も完備！
※こちらのお部屋は数量限定でございます。
ご予約はお早めに！！

◎元気な一日は朝食から◎
【朝食時間】6:...","6,910円～9,637円/人（消費税込7,600円～10,600円/人）"
ホテルクラウンヒルズ三次（ＢＢＨホテルグループ）,広島県 三次・庄原・帝釈峡,"3,228円～（消費税込3,550円～）",QUOカード1000円付プラン【朝食バイキング付】ビジネス応援！！,"人気のQUOカード付きプランです。

コンビニでもファミレスでも使えるビジネスイチオシプラン！！　
●色んな所で使えて便利♪「QUOカード1000円」を、なんと【お1人様1泊1枚】プレゼント♪

※2泊以上のご連泊の際は...","4,728円～7,455円/人（消費税込5,200円～8,200円/人）"
ホテルアルファーワン三次,広島県 三次・庄原・帝釈峡,"5,091円～（消費税込5,600円～）",【30％OFF】限定プラン（ご朝食付き／全室ルームシアター無料）,"「ルームシアター」無料サービス実施中！

・【30％OFF】の「ご宿泊料金」と「ご朝食（定食）」をセットにしたプランです。
・お部屋の面積やアメニティはスタンダードプランと共通です。

～ご朝食のご案内～
　会　　場…1...","5,364円/人（消費税込5,900円/人）"
ホテルアルファーワン三次,広島県 三次・庄原・帝釈峡,"5,091円～（消費税込5,600円～）",【30％OFF】限定プラン（全室ルームシアター無料）,"「ルームシアター」無料サービス実施中！

・スタンダードプランを【30％OFF】にてご提供致します。
・お部屋の面積やアメニティはスタンダードプランと共通です。


※領収証にプラン名は表記されません。
　（オンラインカ...","4,455円/人（消費税込4,900円/人）"
ホテルアルファーワン三次,広島県 三次・庄原・帝釈峡,"5,091円～（消費税込5,600円～）",【20％OFF】限定プラン（ご朝食付き／全室ルームシアター無料）,"「ルームシアター」無料サービス実施中！

・【20％OFF】の「ご宿泊料金」と「ご朝食（定食）」をセットにしたプランです。
・お部屋の面積やアメニティはスタンダードプランと共通です。

～ご朝食のご案内～
　会　　場…1...","6,000円/人（消費税込6,600円/人）"
勝山ニューホテル,福井県 永平寺・勝山・大野,"4,091円～（消費税込4,500円～）",【素泊り】ビジネスも歓迎！素泊プラン,"ビジネス向けの素泊りプラン

＜お得情報＞
・チェックイン前／アウト後も無料でお荷物お預かりOK
・駐車料金無料

＜ご案内＞
・館内FREE－WIFI完備
・大浴場（内湯のみ、露天風呂・サウナなし）　営業時間17:00...","4,546円～19,091円/人（消費税込5,000円～21,000円/人）"
勝山ニューホテル,福井県 永平寺・勝山・大野,"4,091円～（消費税込4,500円～）",【恐竜ルーム朝食付き】限定特典付！スタンダードプラン,"[ プラン内容 ] 恐竜と一夜を過ごすイメージを施した恐竜尽くしのお部屋、 「恐竜ルーム」にお泊まり頂ける一泊朝食付きプランです♪

お子様ならずとも、恐竜の世界で泊まるのはちょっとワクワク。 恐竜の里勝山で、非日常のア...","26,000円～27,819円/人（消費税込28,600円～30,600円/人）"
勝山ニューホテル,福井県 永平寺・勝山・大野,"4,091円～（消費税込4,500円～）",【楽天月末セール】【朝食付】勝山ニューホテルスタンダードプラン,"【楽天月末セール】

[ プラン内容 ]
スタンダードな一泊朝食付きプラン


＜お食事＞
・ご朝食　ビュッフェ or 定食  営業時間 07:00～09:30(L.O9:00)
ガーデンを一望する窓が開放的なレストラン...","5,096円～13,300円/人（消費税込5,605円～14,630円/人）"
永平寺　親禅の宿　柏樹關,福井県 永平寺・勝山・大野,"19,000円～（消費税込20,900円～）",【30日前割引】スタンダードプラン（夕朝食付き）,"30日前までのご予約でお得！！

■夕食
「お食事処 水仙」にて
精進料理または和食膳よりお選びいただけます。

○精進料理
大本山永平寺 典座老師監修のもと研修を重ねた調理人が作る、
胡麻豆腐、車麩のフライ、がんもどき...","23,000円～27,000円/人（消費税込25,300円～29,700円/人）"
永平寺　親禅の宿　柏樹關,福井県 永平寺・勝山・大野,"19,000円～（消費税込20,900円～）",“心の贅沢”お得な一人旅プラン（夕朝食付き）,"お日にち限定で1人旅がお得になるプランです。


■夕食
「お食事処 水仙」にて
精進料理または和食膳よりお選びいただけます。

○精進料理
大本山永平寺 典座老師監修のもと研修を重ねた調理人が作る、
胡麻豆腐、車麩のフ...","34,000円～38,000円/人（消費税込37,400円～41,800円/人）"
永平寺　親禅の宿　柏樹關,福井県 永平寺・勝山・大野,"19,000円～（消費税込20,900円～）",新年のスタートは柏樹関で！年末年始特別プラン(夕朝食付),"大みそかの夜は今年を振り返り、また新年を迎えた2日間は、大本山永平寺への初詣、朝のおつとめへの参加など新しい1年のスタートを柏樹關でお過ごしください。
お食事は、通常のお食事メニューに代わりお正月用の特別献立をご準備。
...","32,000円/人（消費税込35,200円/人）"
勝山東急リゾート　ホテルハーヴェスト　スキージャム勝山,福井県 永平寺・勝山・大野,"8,973円～（消費税込9,870円～）",(10/1～)【1泊2食付 和食コース】春を愉しむリゾート！夕食は和食会席に舌鼓♪／19：00開始〇,"アクティビティをたっぷり満喫したあとは、天然温泉とお食事でリフレッシュ！
夕食は当ホテル自慢の和食会席料理をお楽しみください。

【ご注意】
食品アレルギ?をお持ちのお客様は本プランのご予約はお控えください。

■ご夕食...","18,364円～21,546円/人（消費税込20,200円～23,700円/人）"
勝山東急リゾート　ホテルハーヴェスト　スキージャム勝山,福井県 永平寺・勝山・大野,"8,973円～（消費税込9,870円～）",【温泉SALE】本格リゾート満喫♪人気の2食付スタンダードプランがお得♪,"＼温泉SALE開催中！／
1泊2食付の当館スタンダードプランが今だけお得♪
アクティビティをたっぷり満喫したあとは、天然温泉とお食事でリフレッシュ！


■ご夕食
ディナーバイキング

※お日にちによっては、テーブルオー...","13,759円～19,228円/人（消費税込15,134円～21,150円/人）"
勝山東急リゾート　ホテルハーヴェスト　スキージャム勝山,福井県 永平寺・勝山・大野,"8,973円～（消費税込9,870円～）",【楽天月末セール】本格リゾート満喫♪人気の2食付スタンダードプランがお得♪,"＼楽天月末セール開催中！／
1泊2食付の当館スタンダードプランが今だけお得♪
アクティビティをたっぷり満喫したあとは、天然温泉とお食事でリフレッシュ！


■ご夕食
ディナーバイキング

※お日にちによっては、テーブルオ...","13,759円～19,228円/人（消費税込15,134円～21,150円/人）"
ファミリーロッジ旅籠屋・室戸店,高知県 安芸・室戸,"3,046円～（消費税込3,350円～）",レギュラープラン（喫煙可）,25㎡の部屋に、幅1.5m以上のクィーンサイズベッドが2台。風呂トイレ別で、足を伸ばせる浴槽、洗浄機能付きのトイレがあります。またWiFiを完備しています。駐車場は1部屋につき1台分無料です。午前7～9時まで朝軽食(コー...,"5,000円～8,819円/人（消費税込5,500円～9,700円/人）"
ファミリーロッジ旅籠屋・室戸店,高知県 安芸・室戸,"3,046円～（消費税込3,350円～）",レギュラープラン（禁煙）,25㎡の部屋に、幅1.5m以上のクィーンサイズベッドが2台。風呂トイレ別で、足を伸ばせる浴槽、洗浄機能付きのトイレがあります。またWiFiを完備しています。駐車場は1部屋につき1台分無料です。午前7～9時まで朝軽食(コー...,"5,000円～8,819円/人（消費税込5,500円～9,700円/人）"
Ｔａｂｉｓｔ　駿　日高平取,北海道 日高・えりも,"5,032円～（消費税込5,535円～）",素泊まりプラン,"※こちらはお食事が付かない素泊まりプランとなります。
※エアコン設備はございません。各部屋に扇風機設置。

★ようこそ Tabist 駿 日高平取 へ！★


当施設は義経伝説とアイヌ文化のまち平取の中心地にございます。...","5,591円～9,091円/人（消費税込6,150円～10,000円/人）"
Ｔａｂｉｓｔ　駿　日高平取,北海道 日高・えりも,"5,032円～（消費税込5,535円～）",【早割30】素泊まりプラン,"※こちらはお食事が付かない素泊まりプランとなります。
※エアコン設備はございません。各部屋に扇風機設置。

★ようこそ Tabist 駿 日高平取 へ！★


当施設は義経伝説とアイヌ文化のまち平取の中心地にございます。...","5,278円～8,182円/人（消費税込5,805円～9,000円/人）"
みついし昆布温泉　蔵三,北海道 日高・えりも,"10,910円～（消費税込12,000円～）",【2食付】『地元食材メインにグレードアップ会席』プラン♪お刺身多め・みついし牛ヒレ肉など贅沢に！,"夕食は基本プランをベースにお刺身多め・地元みついヒレ肉も食べられ贅沢プラン『グレードアップ会席』コースにてご準備となります。
★お刺身好き、魚介好きの方々にオススメ♪
更に地元ブランド牛「みついし牛」も味わっていただける...","19,546円～24,091円/人（消費税込21,500円～26,500円/人）"
みついし昆布温泉　蔵三,北海道 日高・えりも,"10,910円～（消費税込12,000円～）",【素泊り】お一人様にもオススメ♪WiFi完備の小さな宿でまったりプラン♪,"【素泊まり】≪食事なし≫

お日にち・部屋数限定でお得な素泊まりプランとなります！当日予約でも大丈夫♪
自由気ままなご旅行に温泉宿で日頃の疲れを癒していただけると幸です。

●フロントにてお部屋の鍵をお渡ししております。...","10,910円～12,728円/人（消費税込12,000円～14,000円/人）"
みついし昆布温泉　蔵三,北海道 日高・えりも,"10,910円～（消費税込12,000円～）",【朝食付】お一人様にもオススメ♪WiFi完備の小さな宿でまったりプラン！,"【朝食付】
当日予約でも大丈夫♪
自由気ままなご旅行に温泉宿で日頃の疲れを癒していただけると幸です。

●フロントにてお部屋の鍵をお渡ししております。

●朝食：レストラン「旅篭」
営業時間7：00～8：30
・お膳にて...","12,273円～14,091円/人（消費税込13,500円～15,500円/人）"
